,term,abbr_by_first_letters
21362,корково-спинномозговой путь передний,КСПП
21364,многопузырчатое тело,МТ
21365,диск I,ДI
21366,пазуха перикарда поперечная,ППП
21367,Маньяна хронический бред,МХБ
21368,Сильвестрони-Бьянко синдром,СБС
21370,Эрба рефлекс,ЭР
21375,Альберта синдром,АС
21377,синтез фермента конститутивный,СФК
21378,кластер-эффект,КЭ
21379,Боткина - Эрба точка,БЭТ
21380,Хильгенрейнера схема,ХС
21381,Palpebralis superior arcus,PSA
21383,Dentalis superior,DS
21384,Бирнбаума структурный анализ,БСА
21388,Фуа-Иллемана синдром,ФИС
21391,заболевание параполиомиелитное,ЗП
21392,Липманна симптом,ЛС
21393,Углова доступ,УД
21394,мутация (-и),М(И
21395,лихорадка крымская,ЛК
21398,илеоцекальное углубление нижнее,ИУН
21401,полупроницаемая мембрана,ПМ
21404,свод преддверия рта,СПР
21405,липемия 1,Л1
21406,коронарное сопротивление,КС
21407,синдром посттахикардический,СП
21408,бруннеровы железы,БЖ
21413,Фукса синдром,ФС
21414,ногтевой синус,НС
21416,Гиса треугольная складка,ГТС
21417,Грейвса болезнь,ГБ
21419,"Conoides laryngis,",CL
21420,стереотип динамический рабочий,СДР
21425,мочеточник циркумкавальный,МЦ
21426,пневмокимографическая проба,ПП
21428,Аллана синдром,АС
21429,коэффициент госпитализации,КГ
21434,ветвь к веку нижняя,ВКВН
21435,носовая перегородка,НП
21436,гипераминоацидурия почечная,ГП
21439,гормональные средства,ГС
21440,пересадка костного мозга,ПКМ
21443,Штейна-Левенталя синдром,ШЛС
21445,Superior (vestibularis),S(
21449,"Cruciatum genu posterius,",CGP
21451,Plantaris medialis,PM
21453,Клиффорда синдром,КС
21454,Lymphonodus tibialis anterior,LTA
21455,Антелавы операция,АО
21458,интринсикоидная девиация,ИД
21459,черви ленточные,ЧЛ
21460,каппа-фактор,КФ
21462,мигрень брюшная,МБ
21463,симптом кисета,СК
21466,антифобические седативные средства,АСС
21468,Шмидена грыжесечение,ШГ
21470,эндонуклеазы рестрикционные,ЭР
21471,Intercostalis externa membrana,IEM
21472,когтистая лапа,КЛ
21475,общий конечный путь,ОКП
21480,Rivero-Corvallo,RC
21483,аденома сальных желез старческая Гиршфельда,АСЖСГ
21484,идеи аутохтонные,ИА
21488,бактериальное загрязнение,БЗ
21489,лечебно-профилактические учреждения,ЛПУ
21490,плотное пятно,ПП
21494,Антона симптом,АС
21495,синдром подъязычного нерва,СПН
21497,автоматизм амбулаторный,АА
21498,Хюбинетте метод,ХМ
21502,Клаттона суставы,КС
21503,очистные сооружения,ОС
21505,"Suspensorium penis profundum,",SPP
21506,Тридондана размер,ТР
21508,Ромханьи метод,РМ
21513,легочно-сердечная недостаточность,ЛСН
21514,синдром амавротико-гемиплегический,САГ
21515,кольцо конъюнктивы,КК
21517,санитарный актив,СА
21518,Ampullaris inferior,AI
21519,фолликул лимфатический,ФЛ
21521,слепота вербальная,СВ
21523,Гарлея болезнь,ГБ
21524,"Extensor abductorius,",EA
21526,Venosum (Arantii),V(
21527,Донована тельце,ДТ
21530,сон месмерический,СМ
21532,Hepatoduodenalis pars (omenti minoris),HP(M
21533,принцип переключения,ПП
21535,молочный фактор,МФ
21536,плоскость входа в малый таз,ПВВМТ
21538,Пайла синдром (е.,ПС(
21541,карликовый рост,КР
21542,"Depressor vesicae urinariae,",DVU
21543,Манро точка,МТ
21544,потогонные средства,ПС
21546,вращающаяся комната,ВК
21548,гипотензия артериальная первичная,ГАП
21549,Либера симптом,ЛС
21555,Курвуазье синдром,КС
21559,"Sternocardiacum inferius,",SI
21560,фармакологическое средство,ФС
21561,лихорадка кату,ЛК
21563,Vag. synovialis tendinis m. flexoris hallucis longi,VSTMFHL
21565,ангиома полушарная,АП
21567,Intercarpea palmaria,IP
21568,Филатова-Марцинковского трепан,ФМТ
21569,Aedes albopictus,AA
21572,палео гистология,ПГ
21573,Oesophagici (systematis sympathici),O(S
21575,аденома почки светлоклеточная,АПС
21579,бактериологический пейзаж,БП
21583,Городецкого методы,ГМ
21584,шок тонкокишечный,ШТ
