,term,abbr_by_first_letters
2830,Р“СѓР°СЂРЅРёРµСЂРё С‚РµР»СЊС†Р°,Р“Рў
2831,caput succedaneum,CS
2835,Cardinales posteriores,CP
2837,РЎС‚РѕРєСЃР° СЃРёРјРїС‚РѕРј,РЎРЎ
2838,Intercostales intemi,II
2841,Nodi lymphatici inguinales superficiales,NLIS
2842,Nodi lymphatici iliaci communes,NLIC
2843,РїР»РѕРґРЅС‹Р№ РїРµСЂРёРѕРґ,РџРџ
2844,Р‘Р°СЂРєР°РЅР° РіРѕРЅРёРѕС‚РѕРј,Р‘Р“
2845,СЃРѕРЅРЅР°СЏ СЏРјРєР°,РЎРЇ
2847,Р“СѓС‚С†РµР№С‚Р° СЂРµР°РєС†РёСЏ,Р“Р 
2850,СЃРµСЂРѕР·РЅР°СЏ РѕР±РѕР»РѕС‡РєР°,РЎРћ
2851,РјРѕР·Рі СЂРѕРјР±РѕРІРёРґРЅС‹Р№,РњР 
2856,"Natriciae ossium,",NO
2858,Р·РµРІ Р°РєСѓС€РµСЂСЃРєРёР№,Р—Рђ
2860,Р¦С‹РїР»СЏРµРІР° РјРµС‚РѕРґ,Р¦Рњ
2861,Р‘РѕСЂРѕРІСЃРєРѕРіРѕ Р±РѕР»РµР·РЅСЊ,Р‘Р‘
2863,РёРЅС‚РµРіСЂР°С‚РѕСЂ СЌР»РµРєС‚СЂРѕСЌРЅС†РµС„Р°Р»РѕРіСЂР°РјРј,РР­
2864,Р»РёС…РѕСЂР°РґРєР° СЃР°Р»СЊРІР°СЂСЃР°РЅРЅР°СЏ,Р›РЎ
2865,РґРёСЃС‚СЂРѕС„РёСЏ СЂР°РЅРµРЅС‹С…,Р”Р 
2867,Р“РµРЅРѕС…Р° Р±РѕР»РµР·РЅСЊ,Р“Р‘
2869,РљРѕСЂРЅРµРІР° РїРѕРІСЏР·РєР°,РљРџ
2870,РџРѕРґСЂРµР·Р° РґРѕСЃС‚СѓРї,РџР”
2873,Р РµРЅР°-Р”РµР»РѕСЂРјР° РѕРїРµСЂР°С†РёСЏ,Р Р”Рћ
2874,РіР»Р°СѓРєРѕРјР° Р»РѕР¶РЅР°СЏ,Р“Р›
2875,РЈРіР»РѕРІР° Р±СЂРѕРЅС…РѕС„РёРєСЃР°С‚РѕСЂ,РЈР‘
2876,СЂРµС‚РёРєСѓР»СЏСЂРЅР°СЏ С„РѕСЂРјР°С†РёСЏ,Р Р¤
2877,РјРµРґРёС†РёРЅСЃРєРѕРµ РёРјСѓС‰РµСЃС‚РІРѕ,РњР
2878,Р­РєРѕРЅРѕРјРѕ С‚СЂРёР°РґР°,Р­Рў
2879,СЃРёРјРїС‚РѕРј РІС‹СЃРѕРєРѕР№ РїСЏС‚РєРё,РЎР’Рџ
2883,Sacrococcygeum dorsale superficiale,SDS
2887,Cutaneus surae fibularis,CSF
2888,Digitales palmares proprii,DPP
2889,РџС„РµР№С„С„РµСЂР° РїР°Р»РѕС‡РєР°,РџРџ
2893,РЁРѕСѓРїР° СЂР°Рє,РЁР 
2895,Р“СѓСЂРјР°РіС‚РёРіР° РєР»РµС‚РєРё,Р“Рљ
2897,Radiocarpeum dorsale,RD
2898,Р РѕСЃСЃР±Р°С…Р° СЃРёРЅРґСЂРѕРј,Р РЎ
2902,Р»РёРЅРёСЏ РІР·РіР»СЏРґР°,Р›Р’
2903,Р­РІР°СЂС‚Р° СЃРёРјРїС‚РѕРј,Р­РЎ
2905,РєРѕРЅРґРёР»РѕРјР° РїР»РѕСЃРєР°СЏ,РљРџ
2910,С„РµРЅРѕРјРµРЅ РїР°РїРѕСЂРѕС‚РЅРёРєР°,Р¤Рџ
2912,РїРѕС‚ РєСЂРѕРІР°РІС‹Р№,РџРљ
2915,РєРёСЃС‚Р° С€РѕРєРѕР»Р°РґРЅР°СЏ,РљРЁ
2918,Р¶РµР»СѓРґРѕС‡РµРє РіРѕСЂС‚Р°РЅРё,Р–Р“
2919,РљСЂР°СѓР·Рµ СЃРёРЅРґСЂРѕРј,РљРЎ
2921,Р“Р°Р±РµСЂР° С„РѕСЂРјСѓР»Р°,Р“Р¤
2922,Р”РёС‚С‚СЂРёС…Р° РїСЂРѕР±РєРё,Р”Рџ
2924,СЃРёРЅРёСЃС‚СЂРѕРІРµСЂСЃРёСЏ СЃРµСЂРґС†Р°,РЎРЎ
2927,"aorta (PNA,",A(
2928,СЃР°РЅС‚РѕСЂРёРЅРёРµРІ СЌРјРёСЃСЃР°СЂРёР№,РЎР­
2930,РїРѕР»РѕСЃС‚СЊ Р¶РёРІРѕС‚Р°,РџР–
2931,РјР°РєСѓР»РёС‚ РјРёРѕРїРёС‡РµСЃРєРёР№,РњРњ
2932,РіР°Р»РµСЂРµСЏ РїРёС‚СЊРµРІР°СЏ,Р“Рџ
2934,РЁС‚СЂСЋРјРїРµР»Р»СЏ С‚РёР±РёР°Р»СЊРЅС‹Р№ С„РµРЅРѕРјРµРЅ,РЁРўР¤
2936,Quadratus plantae,QP
2937,Р“РёРїРїРµР»СЏ СЃРїРѕСЃРѕР±,Р“РЎ
2939,Lobi medii ramus,LMR
2940,РќРѕР№РєРё СЂРµС„Р»РµРєСЃ,РќР 
2941,Р·Р°РїРёСЂР°С‚РµР»СЊРЅР°СЏ РїРµСЂРµРїРѕРЅРєР° СЃС‚СЂРµРјРµРЅРё,Р—РџРЎ
2942,РєР°СЂРјР°РЅ Р±Р°СЂР°Р±Р°РЅРЅРѕР№ РїРµСЂРµРїРѕРЅРєРё Р·Р°РґРЅРёР№,РљР‘РџР—
2945,С‚РѕСЂСѓСЃ РЅРµР±РЅС‹Р№,РўРќ
2946,С‡Р°СЃС‚РѕС‚Р° РјСѓС‚Р°С†РёР№,Р§Рњ
2947,РїСЂРёРµРјРЅС‹Р№ РїРѕРєРѕР№,РџРџ
2949,Nodi lymphatici retrocecales,NLR
2952,Р»РµРіРѕС‡РЅС‹Р№ РјРµС€РѕС‡РµРє,Р›Рњ
2954,РїРѕР№РєРёР»РѕРґРµСЂРјРёСЏ РЅР°СЃР»РµРґСЃС‚РІРµРЅРЅР°СЏ СЃРєР»РµСЂРѕР·РёСЂСѓСЋС‰Р°СЏ,РџРќРЎ
2955,РЎРјРёС‚-РџРµС‚РµСЂСЃРµРЅР° РјРµС‚РѕРґ,РЎРџРњ
2956,Р‘РѕРіРѕСЂР°Р·Р° С„Р°Р»Р»РѕРїР»Р°СЃС‚РёРєР°,Р‘Р¤
2957,Clostridium histoliticum,CH
2959,РЎРёРІР°С€Р° СЌР»РµРєС‚СЂРѕРїРёР»Р°,РЎР­
2960,РїСЂРѕР±Р° Р·РѕРЅРґРѕРј РїРѕ РџРѕСЃРїРµР»РѕРІСѓ,РџР—РџРџ
2963,РєР°РјРµРЅРёСЃС‚Р°СЏ Р±РѕСЂРѕР·РґР° РІРµСЂС…РЅСЏСЏ,РљР‘Р’
2967,Р”СЂРёРіР°Р»СЊСЃРєРѕРіРѕ С€РїР°С‚РµР»СЊ,Р”РЁ
2968,СЌРІР°РєСѓР°С†РёРѕРЅРЅС‹Р№ РїСЂРёРµРјРЅРёРє,Р­Рџ
2969,РєР»РёРє-СЃРёРЅРґСЂРѕРј,РљРЎ
2971,Pulmonalis posterior,PP
2974,СЃРµРєРІРµСЃС‚СЂР°Р»СЊРЅР°СЏ РєРѕСЂРѕР±РєР°,РЎРљ
2975,СЃС‚РѕРїР° РїРѕР»Р°СЏ,РЎРџ
2977,Р”СЋР°РјРµР»СЏ РѕРїРµСЂР°С†РёСЏ,Р”Рћ
2980,РіР°Р»Р»СЋС†РёРЅРѕРіРµРЅРЅС‹Рµ РІРµС‰РµСЃС‚РІР°,Р“Р’
2986,РЅРѕРіС‚РµРІР°СЏ РїР»Р°СЃС‚РёРЅРєР°,РќРџ
2988,РёРЅС„РµРєС†РёСЏ РїСѓСЌСЂРїРµСЂР°Р»СЊРЅР°СЏ,РРџ
2991,РіР°РЅРіСЂРµРЅР° РіР°Р·РѕРІР°СЏ,Р“Р“
2994,СЂРѕРґС‹ РЅРµСЃРѕСЃС‚РѕСЏРІС€РёРµСЃСЏ,Р Рќ
2995,Р‘РёРЅРєС…РѕСЂСЃС‚Р° РёСЃРєСѓСЃСЃС‚РІРµРЅРЅС‹Р№ С…СЂСѓСЃС‚Р°Р»РёРє,Р‘РРҐ
2996,РїСЂРѕС‚РёРІРѕР»СѓС‡РµРІР°СЏ Р·Р°С‰РёС‚Р° Р±РёРѕР»РѕРіРёС‡РµСЃРєР°СЏ,РџР—Р‘
2999,СЃР»РµРїРѕС‚Р° РЅРѕС‡РЅР°СЏ,РЎРќ
3002,РјРѕР·РѕР»СЊ РІРѕРґСЏРЅР°СЏ,РњР’
3004,Р”РµР№РєРёРЅР° РјРµС‚РѕРґ,Р”Рњ
3005,С„РёР±СЂРѕР·РЅР°СЏ РєР°РїСЃСѓР»Р°,Р¤Рљ
3008,СЂР°Р·РѕСЂРІР°РЅРЅРѕСЃС‚СЊ СЂРµС‡Рё,Р Р 
3009,Р РµРґР»РёС…Р°-Р¤Р»Р°С‚Р°Сѓ Р±РѕР»РµР·РЅСЊ,Р Р¤Р‘
3011,Pancreaticoduodenalis inferior,PI
3012,Р’СЋСЂРїР° СЂРµС„Р»РµРєСЃ,Р’Р 
3014,РїРѕС‡РєР° С‚СѓР»РѕРІРёС‰РЅР°СЏ,РџРў
3015,Р‘Р°СЃС‚РµРґРѕ СЃРёРјРїС‚РѕРј,Р‘РЎ
3017,Calcaneares fibulares,CF
3022,РІР°РєС†РёРЅР°С†РёРё РјРµР¶РґСѓРЅР°СЂРѕРґРЅРѕРµ,Р’Рњ
3024,С„РёР±СЂРѕСЌРїРёС‚РµР»РёРѕРјР° СЃР»РёР·РёСЃС‚Р°СЏ РґРѕР±СЂРѕРєР°С‡РµСЃС‚РІРµРЅРЅР°СЏ,Р¤РЎР”
3028,РґРёРІРµСЂС‚РёРєСѓР»С‹ РїРёС‰РµРІРѕРґР° РјРЅРѕР¶РµСЃС‚РІРµРЅРЅС‹Рµ С„СѓРЅРєС†РёРѕРЅР°Р»СЊРЅС‹Рµ,Р”РџРњР¤
3030,РґР»РёРЅР° СЂРµР»Р°РєСЃР°С†РёРё,Р”Р 
3031,РўРѕРјР° СЃРёРјРїС‚РѕРј,РўРЎ
3032,Р‘РѕРіСѓС€Р° С‚РѕСЂР°РєРѕРїР»Р°СЃС‚РёРєР°,Р‘Рў
3034,РёРЅС‚СЂР°РІР°РіРёРЅР°Р»СЊРЅС‹Рµ РїСЂРѕСЃС‚СЂР°РЅСЃС‚РІР°,РРџ
3035,С‚РµСЂРјРѕРґРёР»СЋС†РёРѕРЅРЅС‹Р№ РјРµС‚РѕРґ,РўРњ
3036,"Pedunculares mediales,",PM
3037,СЃРёРЅРґСЂРѕРј РїСЃРµРІРґРѕРіРёРїРѕРїР°СЂР°С‚РёСЂРµРѕРёРґРЅС‹Р№,РЎРџ
3040,Р”Р°СЂРєС€РµРІРёС‡Р° СЏРґСЂРѕ,Р”РЇ
3043,РїСѓСЂРїСѓСЂР° РјРѕР·РіРѕРІР°СЏ,РџРњ
3046,РѕСЃС‚РµРѕР±Р»Р°СЃС‚РѕРєР»Р°СЃС‚РѕРјР° С‡РµР»СЋСЃС‚Рё РїРµСЂРёС„РµСЂРёС‡РµСЃРєР°СЏ,РћР§Рџ
3047,СЃРёРЅРґСЂРѕРј РіРёРїРѕРіР»РёРєРµРјРёС‡РµСЃРєРёР№,РЎР“
3050,РїР°РЅРЅРёРєСѓР»РёС‚ Р»РёС…РѕСЂР°РґСЏС‰РёР№ СЂРµС†РёРґРёРІРёСЂСѓСЋС‰РёР№ РЅРµРЅР°РіРЅР°РёРІР°СЋС‰РёР№СЃСЏ,РџР›Р Рќ
3051,Р°С‚СЂРѕС„РёСЏ РєРѕСЃС‚РЅР°СЏ,РђРљ
3052,РїРµСЂРёР°РЅР°Р»СЊРЅС‹Р№ СЃРѕСЃРєРѕР±,РџРЎ
3054,РєРµСЂР°С‚РѕРјРёРєРѕР· Р»Р°РґРѕРЅРЅС‹Р№ С‡РµСЂРЅС‹Р№,РљР›Р§
3057,Malleoli lateralis posterius,MLP
3062,СЌРЅРґРѕРјРёРѕРєР°СЂРґРёРѕСЃРєР»РµСЂРѕР· СЃРµРјРµР№РЅС‹Р№,Р­РЎ
3065,С…РѕСЂРёРѕРјРµРЅРёРЅРіРёС‚ Р»РёРјС„РѕС†РёС‚Р°СЂРЅС‹Р№,РҐР›
3069,Р±СЂСЋС€РёРЅРЅР°СЏ РїРѕР»РѕСЃС‚СЊ,Р‘Рџ
3070,РјРµС‚Р°Р»Р»РѕР· РіР»Р°Р·Р°,РњР“
3071,РјРµР¶Р¶РµР»СѓРґРѕС‡РєРѕРІР°СЏ РїРµСЂРµРіРѕСЂРѕРґРєР°,РњРџ
3072,СЂРµС‚РёРЅРёС‚ РїСЃРµРІРґРѕРЅРµС„СЂРёС‚РёС‡РµСЃРєРёР№ Р·РІРµР·РґС‡Р°С‚С‹Р№,Р РџР—
3073,Р РёР·Р° РјРµС‚РѕРґ,Р Рњ
3076,Arcolaris plexus,AP
3078,Р”СЋР±СЂРµСЏ РїСЂРµРґСЂР°РєРѕРІС‹Р№ РјРµР»Р°РЅРѕР·,Р”РџРњ
3079,Р»Р°С‚РµСЂР°Р»СЊРЅС‹Р№ РєР°РЅР°С‚РёРє,Р›Рљ
3081,Р±Р°СЂР°Р±Р°РЅРЅРѕ-РіР»РѕС‚РѕС‡РЅР°СЏ С‚СЂСѓР±Р°,Р‘Р“Рў
3083,Fibularis profundus,FP
3084,РјРѕС‚РѕСЂРЅР°СЏ РїР»Р°СЃС‚РёРЅРєР°,РњРџ
3085,РїР»РµРІСЂР°Р»СЊРЅС‹Рµ РІРѕСЂСЃРёРЅРєРё,РџР’
3086,Р’РёРјР±РµСЂРіРµСЂР° РїСЂРёР·РЅР°Рє,Р’Рџ
3087,Р™РѕРІС‡РµРІР° РѕРїРµСЂР°С†РёСЏ,Р™Рћ
3089,Facialis anterior,FA
3090,Р›Р°РЅРіРіР°РЅСЃР° РєР»РµС‚РєРё,Р›Рљ
3091,Dracunculus medinensis,DM
3092,РњРѕР±РёС‚С†Р° СЃРёРЅРґСЂРѕРј,РњРЎ
3095,РєР°С‚Р°С‚РѕРЅРёСЏ С„РµР±СЂРёР»СЊРЅР°СЏ,РљР¤
3096,Р°С„С‚С‹ СЃРёС„РёР»РёС‚РёС‡РµСЃРєРёРµ,РђРЎ
3099,РёРЅС„Р°СЂРєС‚ Р¶РµР»С‡РЅС‹Р№,РР–
3100,Р’РµРЅСЃР°РЅР° РІРµСЂРµС‚РµРЅРѕРѕР±СЂР°Р·РЅР°СЏ Р±Р°РєС‚РµСЂРёСЏ,Р’Р’Р‘
3101,СЃРёРјРїР°С‚РёС‡РµСЃРєР°СЏ С‡Р°СЃС‚СЊ РІРµРіРµС‚Р°С‚РёРІРЅРѕР№ РЅРµСЂРІРЅРѕР№ СЃРёСЃС‚РµРјС‹,РЎР§Р’РќРЎ
3102,Р»СѓС‡РёСЃС‚С‹Р№ РІРµРЅРµС†,Р›Р’
3103,Р·Р°РґРЅРµРїСЂРѕС…РѕРґРЅС‹Р№ РєР°РЅР°Р»,Р—Рљ
3106,РґРµРЅС‚РёРЅРЅС‹Рµ С€Р°СЂС‹,Р”РЁ
3107,Mesenterica superior,MS
3108,СЂРѕС‚РѕРІР°СЏ РѕР±Р»Р°СЃС‚СЊ,Р Рћ
3109,Р Р°Р№Р»Рё-Р”РµСЏ СЃРёРЅРґСЂРѕРј(РЎ.,Р Р”РЎ
3110,Р‘РѕСЃС‚СЂСѓРїР° СЃРёРЅРґСЂРѕРј,Р‘РЎ
3111,СЃРёРјРїС‚РѕРј СЂР°СЃСЃС‚СЂРѕР№СЃС‚РІР° Р°РґР°РїС‚Р°С†РёРё,РЎР Рђ
3113,Meniscofemorale posterius,MP
3115,Р±Р°РєС‚РµСЂРёРѕСЃС‚Р°Р· РєСѓР»СЊС‚СѓСЂР°Р»СЊРЅС‹Р№,Р‘Рљ
3118,РіР°РЅРіСЂРµРЅР° РіРѕСЃРїРёС‚Р°Р»СЊРЅР°СЏ,Р“Р“
3119,Р»РµС‡РµР±РЅР°СЏ С„РёР·РєСѓР»СЊС‚СѓСЂР°,Р›Р¤
3120,Supraclaviculares anteriores,SA
3121,РђСЂРµРЅРґС‚Р° РїСЂРѕР±Р°,РђРџ
3122,СЌРЅС†РµС„Р°Р»РёС‚ РєР»РµС‰РµРІРѕР№ С€РѕС‚Р»Р°РЅРґСЃРєРёР№,Р­РљРЁ
3123,С„РµРєР°Р»СЊРЅС‹Р№ С‰РµР»РѕС‡РµРѕР±СЂР°Р·РѕРІР°С‚РµР»СЊ,
